Number,Easting,Northing,Elevation,Code
1,480609,1849540.479,373.0785,
2,480609.0388,1849540.365,371.2119,TEST GNSS005
3,480608.0996,1849548.923,371.3183,EOL
4,480606.2817,1849549.07,371.3075,SP
5,480603.8571,1849549.234,371.1691,EOL
6,480602.1444,1849549.978,371.1614,SP
7,480596.5934,1849552.186,367.8787,SP
8,480599.0774,1849551.897,369.1369,SP
9,480595.7898,1849552.901,367.5083,SP
10,480595.0403,1849573.879,368.4319,SP
11,480597.7484,1849574.175,369.2174,SP
12,480600.2369,1849574.107,370.3828,SP
13,480602.1699,1849573.609,371.2283,EOL
14,480604.5569,1849573.811,371.224,SP
15,480608.0048,1849574.074,371.1765,EOL
16,480607.9369,1849578.042,371.0202,SP
17,480608.4467,1849584.381,370.471,SP
18,480608.9569,1849590.529,369.8346,SP
19,480609.4242,1849598.255,369.6271,SP
20,480608.5256,1849598.491,369.7016,EOL
21,480607.1664,1849599.003,369.7174,SP
22,480604.7523,1849599.435,369.8807,EOL
23,480602.4967,1849599.115,369.8815,SP
24,480599.9437,1849599.766,368.8022,SP
25,480597.3262,1849599.569,367.6898,SP
26,480595.9454,1849598.87,366.7796,SP
27,480604.3128,1849624.098,368.9235,EOL
28,480602.9287,1849623.914,369.0498,SP
29,480601.0856,1849624.424,368.2176,SP
30,480599.0966,1849624.968,366.893,SP
31,480596.1179,1849625.014,366.0159,SP
32,480606.039,1849624.435,368.9095,SP
33,480609.8581,1849623.625,369.0634,SP
34,480609.1523,1849623.715,369.011,EOL
35,480609.2153,1849628.625,368.6766,SP
36,480608.8945,1849635.693,368.2466,SP
37,480609.8481,1849641.952,368.0151,SP
38,480610.2029,1849648.261,367.5799,SP
39,480609.1562,1849648.639,367.1949,EOL
40,480607.0166,1849649.379,367.3192,SP
41,480603.8646,1849649.824,367.2245,EOL
42,480601.976,1849649.358,366.8832,SP
43,480600.8964,1849649.377,365.6535,SP
44,480608.926,1849674.527,365.8502,EOL
45,480606.8101,1849673.713,365.6591,SP
46,480604.3628,1849674.158,365.1051,SP
47,480602.0127,1849674.251,364.6253,SP
48,480599.0684,1849674.368,364.4108,SP
49,480597.4283,1849674.674,363.7685,SP
50,480611.4066,1849673.806,365.8814,SP
51,480613.8147,1849674.168,365.7709,EOL
52,480613.118,1849678.373,365.5745,SP
53,480612.4351,1849684.262,365.0904,SP
54,480611.2135,1849689.361,364.5615,SP
55,480610.3493,1849692.864,364.177,SP
56,480609.7176,1849696.658,363.9042,SP
57,480608.7487,1849697.862,363.7314,SP
58,480606.3493,1849696.73,363.5993,EOL
59,480603.8861,1849696.324,363.724,SP
60,480601.5344,1849694.31,363.8289,SP
61,480600.1035,1849694.378,363.3741,SP
62,480598.7108,1849693.54,362.6002,SP
63,480597.0546,1849692.922,361.8161,SP
64,480588.1893,1849711.171,361.5853,SP
65,480586.1113,1849709.545,360.9632,SP
66,480585.0642,1849707.81,360.037,SP
67,480589.625,1849713.195,360.5759,SP
68,480590.2653,1849713.686,360.2215,EOL
69,480591.759,1849715.883,360.3322,SP
70,480591.2409,1849717.629,360.0175,SP
71,480587.0842,1849720.818,359.2208,SP
72,480584.2501,1849723.355,358.4575,SP
73,480581.0923,1849725.686,358.0548,SP
74,480578.4406,1849728.012,357.5021,SP
75,480574.9882,1849730.971,357.2893,SP
76,480572.4949,1849732.809,356.8258,SP
77,480571.5723,1849729.911,357.0832,EOL
78,480570.7486,1849726.981,356.8299,SP
79,480551.6412,1849745.52,355.0455,EOL
80,480550.3465,1849743.694,355.0287,SP
81,480549.7485,1849742.95,354.1252,SP
82,480553.3945,1849747.98,354.7389,SP
83,480550.2172,1849750.775,354.0946,SP
84,480547.2433,1849753.369,353.7086,SP
85,480543.9979,1849755.82,353.3088,SP
86,480540.8921,1849758.387,352.8617,SP
87,480536.7641,1849762.001,352.6373,SP
88,480533.4283,1849764.148,352.2641,SP
89,480532.9621,1849762.163,352.3781,EOL
90,480532.0469,1849760.117,352.7638,SP
91,480531.4689,1849759.118,352.1718,SP
92,480530.9811,1849758.364,351.5219,SP
93,480513.6168,1849777.242,350.4907,EOL
94,480512.6409,1849775.579,350.5389,SP
95,480511.8246,1849774.245,350.364,SP
96,480510.2013,1849772.929,349.3151,SP
97,480509.5695,1849771.282,349.2983,SP
98,480512.7153,1849780.771,350.2526,SP
99,480509.0993,1849783.227,350.0406,SP
100,480504.9933,1849786.248,349.7356,SP
101,480502.041,1849788.42,349.3165,SP
102,480498.0211,1849791.076,348.9298,SP
103,480494.5787,1849793.692,348.5466,SP
104,480493.1529,1849791.71,348.5589,EOL
105,480493.0592,1849789.671,348.6725,SP
106,480491.6635,1849787.848,348.4297,SP
107,480489.8824,1849785.408,348.4745,SP
108,480470.5809,1849802.383,346.4209,EOL
109,480470.1028,1849800.749,346.9987,SP
110,480469.1858,1849797.935,346.4613,SP
111,480467.8073,1849795.37,345.8282,SP
112,480466.7358,1849792.649,345.6206,SP
113,480465.0612,1849790.303,345.2062,SP
114,480464.209,1849789.139,344.7984,SP
115,480470.02,1849806.4,346.2795,SP
116,480465.923,1849808.457,345.6948,SP
117,480461.4792,1849810.444,345.4412,SP
118,480456.8665,1849812.439,344.8521,SP
119,480452.3151,1849814.314,344.5771,SP
120,480448.8805,1849815.522,344.3725,SP
121,480448.6745,1849813.435,344.3857,EOL
122,480447.8581,1849810.817,344.7084,SP
123,480446.7163,1849809.368,345.0206,SP
124,480445.7451,1849807.999,344.6736,SP
125,480443.6747,1849805.348,344.5313,SP
126,480419.6668,1849816.912,342.44,SP
127,480420.7248,1849819.034,343.1769,SP
128,480422.2732,1849820.976,343.0149,SP
129,480424.3955,1849823.078,342.7475,SP
130,480425.2028,1849824.39,342.0425,EOL
131,480426.626,1849826.52,342.0602,SP
132,480425.7303,1849829.059,341.7256,SP
133,480421.9543,1849832.243,341.3537,SP
134,480418.2547,1849835.925,340.7524,SP
135,480415.7045,1849838.59,340.2861,SP
136,480412.4932,1849841.916,339.8246,SP
137,480409.612,1849844.755,339.4296,SP
138,480408.521,1849843.811,339.4322,SP
139,480407.0699,1849842.555,339.5683,EOL
140,480405.7495,1849841.128,340.5768,SP
141,480404.2486,1849839.381,340.9382,SP
142,480400.9472,1849836.206,336.325,SP
143,480401.8951,1849837.762,340.2832,SP
144,480398.1941,1849834.689,340.0787,SP
145,480380.4891,1849853.171,336.7443,SP
146,480382.4686,1849854.504,336.8691,SP
147,480385.1255,1849856.948,337.6114,SP
148,480385.7852,1849857.77,337.2922,SP
149,480388.5288,1849859.775,336.9316,EOL
150,480390.8137,1849862.218,336.6683,SP
151,480390.8494,1849864.544,336.3409,SP
152,480388.1295,1849867.932,336.0439,SP
153,480386.3083,1849870.154,335.6353,SP
154,480382.0224,1849875.056,334.9763,SP
155,480379.4976,1849878.564,334.7481,SP
156,480377.9336,1849882.847,334.3094,SP
157,480375.6588,1849882.154,334.2168,SP
158,480373.3475,1849880.799,333.9111,SP
159,480370.6187,1849879.905,333.5505,SP
160,480368.3305,1849878.41,333.5136,SP
161,480364.2811,1849904.671,330.1315,SP
162,480361.0647,1849904.077,329.6317,SP
163,480357.8362,1849903.437,328.0017,SP
164,480355.5668,1849902.249,327.7965,SP
165,480353.2195,1849901.641,327.2273,SP
166,480365.374,1849905.063,330.1538,EOC
167,480368.193,1849906.317,330.1643,EOC
168,480367.9497,1849908.551,329.5263,SP
169,480366.8538,1849913.077,328.7027,SP
170,480365.5416,1849917.042,327.7543,SP
171,480364.8968,1849920.279,327.4352,SP
172,480365.1043,1849924.088,326.5461,SP
173,480364.9158,1849928.874,325.9231,SP
174,480364.42,1849930.361,325.8791,SP
175,480361.2546,1849930.671,325.6962,SP
176,480358.1355,1849930.391,324.8513,SP
177,480355.3908,1849930.652,324.4147,SP
178,480352.69,1849930.953,324.2629,SP
179,480351.3657,1849931.362,323.5098,SP
180,480362.0203,1849958.109,322.2352,SP
181,480359.5034,1849958.775,321.8488,SP
182,480356.7427,1849959.603,321.4863,SP
183,480353.6956,1849960.285,321.2285,SP
184,480366.6209,1849956.549,322.927,SP
185,480367.8787,1849956.117,322.9725,EOL
186,480370.292,1849955.212,323.0654,EOL
187,480371.5114,1849958.817,322.6305,SP
188,480372.7433,1849963.195,322.1199,SP
189,480373.8008,1849966.599,321.6141,SP
190,480375.5558,1849972.456,321.0156,SP
191,480377.2674,1849976.227,320.4377,SP
192,480378.0119,1849979.014,320.0455,EOL
193,480375.3634,1849979.741,320.0032,EOL
194,480371.1712,1849980.564,319.5837,SP
195,480368.7412,1849981.669,320.0256,SP
196,480366.3703,1849982.234,319.8182,SP
197,480363.7256,1849984.161,319.4294,SP
198,480361.213,1849985.541,319.2404,SP
199,480377.7307,1850009.482,317.2886,SP
200,480380.9319,1850007.337,317.3728,SP
201,480385.0817,1850003.891,318.01,SP
202,480383.8312,1850004.572,317.7798,SP
203,480385.4213,1850003.778,318.0199,EOL
204,480387.621,1850001.158,318.1333,EOL
205,480390.147,1850004.868,317.966,SP
206,480391.9003,1850007.217,317.8951,SP
207,480394.1812,1850010.674,317.7781,SP
208,480397.8421,1850015.155,317.7746,SP
209,480401.7741,1850020.174,317.5874,SP
210,480402.8646,1850022.074,317.5734,EOL
211,480400.9817,1850023.859,317.6542,SP
212,480399.1901,1850025.597,317.5819,SP
213,480398.1197,1850026.694,317.5014,SP
214,480395.2888,1850029.239,317.5494,SP
215,480393.8174,1850030.269,317.6802,SP
216,480392.1875,1850032.153,317.5604,SP
217,480390.2757,1850034.45,317.3005,SP
218,480388.1488,1850036.574,317.3024,SP
219,480406.6956,1850054.066,316.8424,SP
220,480409.4976,1850050.245,317.0211,SP
221,480412.734,1850047.122,317.26,SP
222,480414.4019,1850045.237,317.293,SP
223,480415.1572,1850043.059,317.5992,EOL
224,480416.9829,1850042.367,317.5503,SP
225,480419.4042,1850040.071,317.4504,EOL
226,480423.002,1850042.316,317.1818,SP
227,480425.249,1850044.888,317.3444,SP
228,480429.0172,1850048.371,317.0583,SP
229,480432.4153,1850051.262,317.1297,SP
230,480436.5493,1850054.091,317.4684,SP
231,480439.4997,1850056.334,317.2661,EOL
232,480437.7549,1850058.497,317.2869,SP
233,480436.504,1850060.132,317.1976,EOL
234,480435.0425,1850062.692,316.8754,SP
235,480432.6525,1850064.363,316.9487,SP
236,480430.8862,1850066.824,316.8775,SP
237,480428.47,1850070.369,316.7787,SP
238,480425.586,1850073.492,316.8003,SP
239,480446.2602,1850083.873,316.5427,SP
240,480448.6735,1850081.063,316.5977,SP
241,480451.1134,1850079.152,316.7824,SP
242,480453.5378,1850076.591,316.9062,SP
243,480454.9949,1850075.127,317.5035,EOL
244,480456.7053,1850073.699,317.5175,SP
245,480458.6029,1850071.826,317.4126,EOL
246,480460.2389,1850073.124,317.5016,SP
247,480463.3239,1850076.22,317.6689,SP
248,480465.7991,1850078.383,317.6509,SP
249,480468.2966,1850081.362,317.8669,SP
250,480470.6059,1850084.343,317.9196,SP
251,480472.5509,1850087.462,318.1196,SP
252,480474.6438,1850090.161,318.1192,SP
253,480474.1089,1850090.556,318.1351,EOL
254,480472.5954,1850091.699,318.2097,SP
255,480471.4041,1850092.993,318.1502,EOL
256,480470.0942,1850093.636,317.6067,SP
257,480468.262,1850094.999,316.7958,SP
258,480465.8727,1850096.564,316.3511,SP
259,480463.0361,1850097.972,316.483,SP
260,480461.1492,1850099.359,316.2922,SP
261,480459.0358,1850101.327,316.2854,SP
262,480491.095,1850119.725,318.3715,SP
263,480473.07,1850118.991,316.3452,SP
264,480471.7009,1850119.461,316.0725,SP
265,480477.3651,1850116.344,316.8852,SP
266,480479.7425,1850115.666,317.3362,SP
267,480482.051,1850114.332,318.1296,SP
268,480483.1202,1850113.801,318.3446,EOL
269,480484.9197,1850113.08,318.2736,SP
270,480487.0573,1850112.316,318.406,EOL
271,480488.5543,1850115.082,318.2413,SP
272,480491.9346,1850122.248,318.2473,SP
273,480493.8791,1850127.794,318.3168,SP
274,480495.2544,1850131.938,318.1493,SP
275,480497.1391,1850136.517,318.1783,SP
276,480494.3228,1850137.4,318.1248,SP
277,480491.7698,1850136.904,317.2241,SP
278,480489.731,1850138.198,317.0256,SP
279,480487.4849,1850139.36,316.825,SP
280,480484.8839,1850140.2,316.4376,SP
281,480483.919,1850140.305,316.0432,SP
282,480495.0871,1850162.072,316.9671,SP
283,480493.4884,1850163.158,316.9656,SP
284,480491.7495,1850163.477,316.6214,SP
285,480497.5776,1850161.176,317.0769,SP
286,480499.4387,1850159.896,317.4415,SP
287,480502.1602,1850159.842,318.2971,EOL
288,480503.8239,1850159.068,318.2802,SP
289,480506.0302,1850158.362,318.287,EOL
290,480506.451,1850162.122,318.324,SP
291,480507.4775,1850164.615,318.2938,SP
292,480509.0975,1850168.772,318.4076,SP
293,480510.5934,1850173.231,318.3905,SP
294,480512.4211,1850177.673,318.4237,SP
295,480513.8071,1850182.015,318.4462,SP
296,480512.022,1850183.513,318.62,EOL
297,480509.9549,1850183.745,318.2842,SP
298,480507.5701,1850185.048,317.8584,SP
299,480505.4979,1850186.682,317.6253,SP
300,480503.5615,1850187.666,317.2874,SP
301,480500.8642,1850188.923,317.0977,SP
302,480498.9881,1850189.721,316.7611,SP
303,480524.6002,1850205.228,320.6122,SP
304,480523.0649,1850205.428,320.5603,EOL
305,480521.3484,1850206.293,320.567,SP
306,480519.1542,1850207.465,319.6545,SP
307,480518.0006,1850208.464,318.5367,SP
308,480516.2456,1850208.848,317.922,SP
309,480514.8483,1850209.752,317.5612,SP
310,480526.5431,1850209.27,320.0008,SP
311,480528.9962,1850214.693,319.8566,SP
312,480530.4659,1850218.393,320.438,SP
313,480532.1964,1850222.591,320.3474,SP
314,480534.3426,1850226.96,320.236,SP
315,480532.5297,1850231.783,320.8378,EOL
316,480531.5321,1850232.451,320.1733,SP
317,480528.8964,1850233.861,318.6392,SP
318,480526.8725,1850234.541,318.0063,SP
319,480535.3058,1850230.538,320.9027,SP
320,480543.5239,1850251.255,319.626,SP
321,480541.5099,1850251.986,319.5867,SP
322,480540.812,1850252.416,318.5639,SP
323,480545.6342,1850250.698,319.5541,SP
324,480546.8352,1850254.085,319.5295,SP
325,480547.8777,1850255.974,319.3077,SP
326,480549.532,1850259.2,319.2693,SP
327,480551.205,1850262.397,319.227,SP
328,480552.8246,1850265.428,319.0675,SP
329,480554.456,1850268.68,318.9734,SP
330,480556.7608,1850272.336,319.0522,SP
331,480555.5361,1850273.491,319.0853,SP
332,480554.0133,1850274.125,319.1222,EOL
333,480552.2401,1850274.807,318.287,SP
334,480549.8188,1850276.113,317.3222,SP
335,480547.8823,1850277.195,316.9704,SP
336,480545.8384,1850278.687,316.8864,SP
337,480543.7159,1850279.915,316.9923,SP
338,480541.3269,1850281.802,317.0945,SP
339,480558.9582,1850300.533,317.3446,SP
340,480555.8747,1850302.42,317.2194,SP
341,480560.5449,1850298.617,317.3058,SP
342,480563.0256,1850297.672,317.8274,SP
343,480565.8784,1850296.558,318.789,SP
344,480566.7096,1850295.031,318.6028,EOL
345,480568.2144,1850294.302,318.6391,SP
346,480571.111,1850298.132,318.478,SP
347,480573.119,1850300.818,318.4689,SP
348,480574.6924,1850304.9,318.5347,SP
349,480576.7911,1850308.158,318.4889,SP
350,480579.582,1850312.63,318.6458,SP
351,480582.1506,1850316.826,318.9116,SP
352,480579.4195,1850317.529,318.8682,SP
353,480577.8722,1850318.581,318.45,SP
354,480575.322,1850320.02,317.6235,SP
355,480572.078,1850322.037,317.9229,SP
356,480569.6705,1850324.782,317.8137,SP
357,480584.3426,1850345.453,318.5149,SP
358,480587.0159,1850344.37,318.5223,SP
359,480588.8114,1850343.773,318.6763,SP
360,480591.8806,1850341.839,318.5694,SP
361,480592.8945,1850338.559,319.2978,SP
362,480594.1035,1850337.314,319.7672,EOL
363,480595.9552,1850336.118,319.7051,SP
364,480600.1316,1850339.588,319.812,SP
365,480603.4058,1850343.96,319.9282,SP
366,480606.7615,1850348.128,319.9679,SP
367,480609.0637,1850351.159,319.8476,SP
368,480612.1461,1850354.992,319.8721,SP
369,480610.65,1850356.852,319.9946,SP
370,480609.105,1850358.58,319.3853,SP
371,480606.4946,1850360.705,319.0054,SP
372,480604.0765,1850362.065,319.0067,SP
373,480601.8272,1850362.772,318.8635,SP
374,480617.9946,1850381.753,319.5475,SP
375,480614.9072,1850384.383,319.0684,SP
376,480619.7703,1850380.077,319.4023,SP
377,480621.8972,1850377.352,320.4279,SP
378,480624.6612,1850377.327,320.5937,SP
379,480627.5839,1850376.087,320.5665,SP
380,480630.3624,1850381.777,321.0837,SP
381,480633.5688,1850385.889,321.4741,SP
382,480636.6539,1850390.409,321.7516,SP
383,480640.026,1850395.509,322.1387,SP
384,480636.0203,1850399.315,321.1184,SP
385,480636.7537,1850398.24,321.583,SP
386,480635.056,1850399.744,320.1679,SP
387,480630.9398,1850402.28,319.8621,SP
388,480627.8715,1850404.641,319.388,SP
389,480639.7676,1850424.627,320.1662,SP
390,480643.6541,1850423.206,320.4449,SP
391,480645.1613,1850422.617,320.2233,SP
392,480647.9018,1850421.068,321.1691,SP
393,480648.7329,1850420.745,322.0667,SP
394,480650.6568,1850419.051,323.4493,SP
395,480653.4948,1850417.972,323.9221,SP
396,480656.491,1850423.375,324.0404,SP
397,480658.7229,1850427.242,324.7076,SP
398,480661.9202,1850432.789,325.0068,SP
399,480664.6482,1850437.198,325.2168,SP
400,480665.4264,1850439.901,325.2362,SP
401,480662.6242,1850441.694,324.6922,SP
402,480658.8176,1850444.937,321.1361,SP
403,480656.3261,1850446.034,320.7636,SP
404,480653.1301,1850448.095,320.5721,SP
405,480650.5065,1850449.483,320.406,SP
406,480647.7008,1850451.21,320.2101,SP
407,480662.9601,1850468.747,320.7133,SP
408,480666.497,1850467.667,320.8531,SP
409,480670.3033,1850465.948,320.9523,SP
410,480670.2517,1850465.745,320.9468,SP
411,480672.3949,1850463.931,321.4553,SP
412,480680.0232,1850488.871,322.1137,SP
413,480677.5465,1850489.969,321.7581,SP
414,480675.081,1850492.029,321.2376,SP
415,480683.7005,1850487.52,322.4897,SP
416,480685.5825,1850486.158,322.9243,SP
417,480697.6786,1850507.68,323.4788,SP
418,480694.9722,1850508.9,322.851,SP
419,480693.0195,1850509.947,322.7985,SP
420,480690.7575,1850511.176,322.6224,SP
421,480687.9447,1850512.692,322.544,SP
422,480685.6653,1850514.503,322.4042,SP
423,480700.3978,1850533.27,323.3622,SP
424,480703.4681,1850532.124,323.729,SP
425,480706.5996,1850530.464,323.9332,SP
426,480710.6123,1850528.316,325.3491,SP
427,480711.6011,1850527.798,325.2174,EOC
428,480713.7851,1850526.555,325.2076,SP
429,480713.828,1850523.61,325.3993,SP
430,480712.0035,1850520.368,325.4181,SP
431,480710.0808,1850516.748,325.5207,SP
432,480707.6508,1850511.893,325.7111,SP
433,480705.9244,1850508.775,325.5942,SP
434,480704.1524,1850504.748,325.6623,SP
435,480700.6115,1850506.468,325.5681,EOC
436,480700.0432,1850506.768,325.5073,SP
437,480689.022,1850484.418,325.1954,EOC
438,480688.2085,1850484.763,324.7207,SP
439,480690.9705,1850480.685,325.2561,SP
440,480689.0235,1850476.717,325.2491,SP
441,480686.977,1850472.56,325.2425,SP
442,480684.1795,1850468.43,325.256,SP
443,480682.4238,1850465.452,325.1846,SP
444,480679.991,1850461.281,325.3417,SP
445,480678.7628,1850460.082,325.3364,SP
446,480676.1827,1850461.272,324.8531,SP
447,480677.3283,1850460.743,325.2698,EOC
448,480723.9596,1850549.984,324.6543,EOC
449,480722.6094,1850550.46,324.1856,SP
450,480719.9131,1850552.082,323.815,SP
451,480717.0554,1850553.324,323.4172,SP
452,480713.9783,1850555.052,323.4061,SP
453,480710.7487,1850556.472,323.1937,SP
454,480707.9883,1850557.679,323.3638,SP
455,480725.939,1850548.747,324.6823,SP
456,480728.016,1850551.074,324.5407,SP
457,480729.4162,1850554.027,324.6011,SP
458,480730.8586,1850557.36,324.7783,SP
459,480733.032,1850562.156,324.8288,SP
460,480733.9261,1850564.268,324.8486,SP
461,480735.4471,1850567.912,325.0067,SP
462,480736.7737,1850571.754,325.146,SP
463,480734.6299,1850572.525,325.1391,EOC
464,480733.3916,1850573.493,324.8241,SP
465,480730.2594,1850573.91,324.4431,SP
466,480728.2559,1850574.532,324.7251,SP
467,480725.2209,1850576.958,325.5422,SP
468,480722.7094,1850577.69,325.7997,SP
469,480744.8636,1850595.39,326.8154,EOC
470,480744.5856,1850595.507,326.8385,FX
471,480747.2007,1850594.355,326.8775,SP
472,480748.9836,1850597.404,327.1163,SP
473,480751.0673,1850601.073,327.2636,SP
474,480752.7947,1850604.535,327.5038,SP
475,480754.5157,1850607.836,327.6685,SP
476,480756.2033,1850611.035,327.8508,SP
477,480757.5602,1850614.081,328.0338,SP
478,480758.6317,1850616.453,328.2103,SP
479,480756.2768,1850617.337,328.1298,EOC
480,480755.7865,1850617.468,328.0548,FX
481,480755.1375,1850617.861,327.8974,SP
482,480763.5414,1850641.111,329.2327,SP
483,480761.446,1850642.149,328.5984,SP
484,480757.1679,1850641.973,327.6475,SP
485,480759.6441,1850642.033,328.114,SP
486,480763.5586,1850640.651,329.2809,EOC
487,480765.9738,1850640.134,329.4483,SP
488,480767.5365,1850643.749,329.4309,SP
489,480768.3658,1850645.752,329.3958,SP
490,480769.4943,1850649.607,329.4407,SP
491,480770.698,1850653.485,329.5622,SP
492,480771.8144,1850656.938,329.5695,SP
493,480773.0992,1850660.337,329.5245,SP
494,480773.4531,1850664.161,329.3272,SP
495,480770.7371,1850664.997,329.4064,EOC
496,480769.8691,1850665.403,328.8621,FX
497,480776.7133,1850688.866,328.6634,FX
498,480775.8142,1850689.079,328.1212,SP
499,480777.1706,1850688.775,329.0014,EOC
500,480779.4654,1850688.364,329.0734,SP
501,480780.7054,1850691.916,329.0552,SP
502,480781.6286,1850695.287,328.9327,SP
503,480782.7233,1850698.817,328.8198,SP
504,480783.7819,1850702.298,328.7973,SP
505,480784.661,1850705.536,328.7525,SP
506,480785.6643,1850709.904,328.8729,SP
507,480785.9873,1850712.33,328.8599,SP
508,480783.6512,1850713.155,328.7835,EOC
509,480783.2231,1850713.387,328.3607,FX
510,480782.7852,1850713.498,327.9468,SP
511,480788.5785,1850737.553,327.4061,FX
512,480786.4999,1850737.412,327.3429,SP
513,480784.2608,1850738.037,327.1227,SP
514,480780.7114,1850738.768,327.0406,SP
515,480778.0378,1850739.366,326.8978,SP
516,480788.823,1850737.317,327.6133,EOC
517,480791.2531,1850736.851,327.684,SP
518,480792.3243,1850740.415,327.4556,SP
519,480793.074,1850743.534,327.2451,SP
520,480793.8533,1850746.777,326.9792,SP
521,480794.7879,1850750.22,326.8192,SP
522,480795.6252,1850753.659,326.6851,SP
523,480796.7061,1850757.146,326.5804,SP
524,480797.6526,1850761.051,326.8139,SP
525,480795.3091,1850761.55,326.7696,EOC
526,480794.3051,1850762.457,326.9026,SP
527,480792.3769,1850762.876,327.0634,SP
528,480794.6307,1850761.789,326.8558,FX
529,480801.6332,1850785.348,327.5351,FZ
530,480801.8636,1850785.325,327.4344,EOC
531,480804.2948,1850785.052,327.5972,SP
532,480805.2241,1850787.57,327.9652,SP
533,480806.3307,1850790.99,328.3539,SP
534,480807.2452,1850794.784,328.8377,SP
535,480808.3381,1850798.182,329.2708,SP
536,480809.3634,1850802.961,329.6881,SP
537,480810.2967,1850807.309,329.8308,SP
538,480810.7262,1850809.779,330.2877,SP
539,480808.2531,1850809.564,330.1972,EOC
540,480807.7652,1850809.665,330.0045,FX
541,480808.0171,1850809.584,330.0019,SP
542,480796.4419,1850823.074,329.1097,SP
543,480797.3254,1850824.258,329.1298,SP
544,480797.457,1850824.932,329.1134,EOC
545,480798.4431,1850827.174,329.0467,SP
546,480796.7905,1850828.439,328.7962,SP
547,480793.9404,1850829.845,328.4067,SP
548,480790.9217,1850831.06,328.1096,SP
549,480787.9013,1850832.563,327.7295,SP
550,480784.9487,1850834.073,327.5137,SP
551,480782.2097,1850835.825,327.2732,SP
552,480778.5943,1850838.633,326.939,SP
553,480776.9336,1850840.021,327.0609,SP
554,480775.5711,1850838.018,327.0458,EOC
555,480774.3445,1850836.169,326.7331,SP
556,480773.149,1850834.37,326.6662,SP
557,480771.8407,1850833.001,326.6069,SP
558,480770.2638,1850830.285,326.3913,SP
559,480758.8792,1850859.655,326.6138,EOC
560,480757.4298,1850859.395,326.566,SP
561,480754.2808,1850859.352,326.465,SP
562,480750.4681,1850860.024,326.213,SP
563,480747.7163,1850860.091,326.2268,SP
564,480761.2883,1850860.77,326.612,SP
565,480763.3556,1850864.912,326.4599,SP
566,480764.4483,1850868.566,326.2783,SP
567,480765.399,1850871.602,325.9816,SP
568,480766.2689,1850876.221,326.0594,SP
569,480766.9775,1850879.766,325.9217,SP
570,480767.3941,1850883.043,325.9869,SP
571,480765.3433,1850884.129,326.0185,EOC
572,480764.9171,1850884.081,325.6346,FZ
573,480767.8044,1850907.252,326.21,FZ
574,480768.0918,1850907.216,326.268,EOC
575,480769.3985,1850907.106,326.2149,SP
576,480770.3005,1850909.03,326.2543,SP
577,480771.0406,1850913.464,326.271,SP
578,480771.4989,1850916.799,326.4944,SP
579,480772.0003,1850920.318,326.8187,SP
580,480772.5551,1850925.279,327.2043,SP
581,480773.149,1850929.145,327.982,SP
582,480773.1543,1850931.994,328.1346,SP
583,480771.5087,1850932.055,328.1055,EOC
584,480770.8994,1850932.073,328.1249,FX
585,480772.0545,1850956.301,328.7827,FX
586,480772.7128,1850956.359,328.7839,EOC
587,480774.2419,1850956.749,328.8394,SP
588,480774.3569,1850959.012,328.5817,SP
589,480774.2525,1850961.795,328.3771,SP
590,480773.2415,1850963.878,328.2209,SP
591,480773.2856,1850966.559,328.1933,SP
592,480772.903,1850967.785,328.1211,SP
593,480770.2075,1850967.513,327.9154,SP
594,480767.9756,1850967.404,327.6544,SP
595,480764.9806,1850967.487,327.4323,SP
596,480762.678,1850967.174,327.462,SP
597,480760.2646,1850967.072,327.1696,SP
598,480758.6632,1850967.001,327.2046,SP
599,480758.262,1850965.588,326.8621,SP
600,480758.6563,1850962.624,327.1988,SP
601,480733.8241,1850963.232,326.4304,SP
602,480734.0642,1850962.338,326.1762,SP
603,480734.0847,1850964.055,326.3212,EOL
604,480733.506,1850965.747,326.2867,SP
605,480730.4555,1850966.659,326.2644,SP
606,480728.3756,1850966.646,326.1798,SP
607,480725.9322,1850966.347,326.0287,SP
608,480722.2772,1850966.037,325.8942,SP
609,480719.0743,1850966.027,325.8155,SP
610,480716.2361,1850965.652,325.7288,SP
611,480711.9946,1850965.303,325.4202,SP
612,480708.1588,1850965.11,325.4377,SP
613,480708.7471,1850962.949,325.2851,EOL
614,480708.9294,1850961.566,325.2049,SP
615,480708.9686,1850959.934,325.2845,SP
616,480682.4308,1850965.94,326.3063,SP
617,480681.4415,1850963.83,326.0134,SP
618,480680.1048,1850961.971,326.0479,SP
619,480679.0648,1850960.19,325.3281,SP
620,480684.0012,1850967.943,326.3839,SP
621,480685.5371,1850969.828,326.5321,SP
622,480606.5996,1849547.382,371.2784,SP
623,480606.0947,1849544.712,371.0484,SP
624,480605.3915,1849542.007,370.9614,SP
625,480604.2967,1849539.222,370.7448,SP
626,480603.3947,1849536.238,370.6268,SP
627,480602.2935,1849533.341,370.4518,SP
628,480600.8181,1849528.825,370.2986,SP
629,480600.0438,1849525.324,370.1216,SP
630,480598.2459,1849525.872,369.929,EOL
631,480595.6704,1849526.923,369.641,SP
632,480594.2412,1849526.899,368.1788,SP
633,480592.194,1849527.826,367.0401,SP
634,480590.5852,1849528.564,366.1645,SP
635,480587.9881,1849529.371,365.1927,SP
636,480585.9274,1849530.352,364.6473,SP
637,480583.9217,1849531.614,364.0211,SP
